title,artist,albumTitle,bpm,key,comment,year,location
Sister,Ulla Straus,Big Room,80.089912,8D,"Ambient; Hypnagogic Pop; hazy textures, downtempo drift, whispered vocals, ethereal processing; dreamy experimental electronic soundscapes; Unknown origin, likely 2010s-2020s.",2020,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Sister.mp3
Slipping - Soulwax Remix,Jagwar Ma,Every Now & Zen (Remixes),127.000198,3M,"Psychedelic Rock; Electronic/Dance-Rock; hypnotic arpeggios, pulsing bassline, swirling guitars, krautrock-inspired grooves; euphoric festival sunrise energy; Belgian remix craftsmanship, early 2010s.",2013,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Slipping - Soulwax Remix.mp3
So Wat Cha Sayin',EPMD,Unfinished Business,102.060997,1M,"Hip Hop; East Coast Boom Bap; gritty breakbeats, sparse bassline, call-and-response vocal interplay; raw b-boy cipher energy; New York, late 80s/early 90s golden era.",1989,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/So Wat Cha Sayin'.mp3
Song To The Siren (Remastered),This Mortal Coil,It'll End In Tears (Remastered),94.854691,11D,"Dream Pop; Ethereal Wave; haunting vocals, shimmering acoustic guitar, atmospheric reverb, minimal percussion; melancholic beauty for introspective afterhours; UK, mid-1980s.",1983,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Song To The Siren (Remastered).mp3
Sound of da Police,KRS-One,Return of the Boom Bap,94.983849,6D,"Hip-Hop; Hardcore/Political Rap; aggressive sirens, boom-bap drums, call-and-response vocals, minimalist production; conscious East Coast street anthem energy; New York, golden era.",1993,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Sound of da Police.mp3
Spill the Wine,War,"The Best of WAR and More, Vol. 1",120.461456,9M,"Funk Rock; Psychedelic Soul; hypnotic spoken-word verses, groovy bass lines, swirling organ swells, tribal percussion breaks; laid-back California jam session vibes; Los Angeles, 1970.",1970,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Spill the Wine.mp3
Star 69 - LO'99 Remix   Edit,"Fatboy Slim,LO'99",Fatboy Slim vs Australia,124.000191,2M,"Big Beat; Tech House; punchy filtered vocals, driving bassline, hypnotic loops, crispy percussion; peak-time festival energy meets underground warehouse vibe; UK/European crossover, late 90s reinterpretation.",1999,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Star 69 - LO'99 Remix   Edit.mp3
Street Player - Dance Mix,Chicago,Chicago 13 (Expanded & Remastered),123.809074,12M,"Jazz-Funk; Disco-Funk; punchy horn stabs, slick bass grooves, brass-driven swagger, infectious dancefloor energy; sophisticated urban club heat; USA, early 1980s.",1979,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Street Player - Dance Mix.mp3
Stuff Me Up,Peaches,Fatherfucker,115.595665,12M,"Electroclash; Dirty Electro; raunchy vocodered vocals, fuzzy distorted synths, provocative bass-driven swagger; unapologetic queer underground party energy; Berlin/Toronto, early 2000s.",2003,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Stuff Me Up.mp3
Stylo (feat. Mos Def and Bobby Womack),"Gorillaz,Mos Def",Plastic Beach,100.0,10M,"Alternative Rock; Electronic Pop; shimmering synth bass, laid-back groove, soulful vocals with hip-hop swagger; sunset coastal drives meet futuristic funk fusion; UK/US collaboration, 2010.",2010,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Stylo (feat. Mos Def and Bobby Womack).mp3
Such a Night,Dr. John,In The Right Place,122.398819,11D,"Rhythm & Blues; New Orleans Funk; swampy piano grooves, brass punches, raspy vocals dripping with gumbo soul; sweaty Louisiana juke joint energy; New Orleans, classic era.",1973,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Such a Night.mp3
Superfly,Curtis Mayfield,Superfly (The Original Motion Picture Soundtrack),116.538872,2M,"Funk; Soul/Blaxploitation Soundtrack; wah-wah guitar licks, lush strings, falsetto vocals, cinematic orchestration; gritty urban storytelling with sophisticated groove; Chicago, early 70s.",1972,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Superfly.mp3
Sweet Dreams (Are Made of This) - Remastered,Eurythmics,Sweet Dreams (Are Made Of This),125.167213,10M,"Synth-pop; New Wave; hypnotic bassline, stark analog synths, commanding vocals, minimalist electronic production; iconic British electronic duo crafting dark dancefloor anthem; UK, early 1980s.",1983,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Sweet Dreams (Are Made of This) - Remastered.mp3
Sweet Thing,Leaf Dog,From a Scarecrow's Perspective,82.000046,12M,"Boom Bap Hip-Hop; UK Underground Rap; gritty breakbeats, dusty vinyl samples, raw drums, jazz-inflected instrumentation; British street cipher energy; England, early-to-mid 2010s.",2014,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Sweet Thing.mp3
Take My Breath Away (as heard in Top Gun) (Re-Recorded   Remastered),Berlin,Take My Breath Away (as heard in Top Gun) (Re-Recorded / Remastered),96.24939,9D,"Synth-pop; Romantic Ballad; lush synth pads, breathy vocals, cinematic production, slow-burning arrangement; iconic movie soundtrack moment; USA, mid-1980s.",1986,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Take My Breath Away (as heard in Top Gun) (Re-Recorded   Remastered).mp3
Tempo (feat. Missy Elliott),"Lizzo,Missy Elliott",Cuz I Love You,107.000175,8M,"Hip Hop; Bounce/Trap; punchy 808s, aggressive brass stabs, twerking-ready rhythms; empowered club anthem with Southern swagger; US, late 2010s.",2019,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Tempo (feat. Missy Elliott).mp3
Tequila,The Champs,Go Champ Go,87.549896,9M,"Rock and Roll; Instrumental Rock; searing saxophone riff, twangy guitar, party-ready call-and-response vocals; celebratory barroom energy perfect for vintage dance nights; USA, late 1950s.",1958,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Tequila.mp3
The Barber,"Mop Mop,Anthony Joseph",Lunar Love,81.999001,9M,"Afrobeat; Jazz-Funk; hypnotic percussion layers, spoken word vocals, dubbed-out bass grooves, organic horn stabs; sophisticated lounge meets Caribbean poetry slam; Italy/UK collaboration, 2010s.",2014,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/The Barber.mp3
The Coffee Cola Song,Francis Bebey,African Electronic Music (1975-1982),55.264,11M,"Afrobeat; Acoustic Afro-Pop; playful nylon-string guitar, gentle percussion, whimsical vocal storytelling, organic warmth; laid-back Cameroonian groove with universal charm; Central Africa, likely 1970s-80s.",1981,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/The Coffee Cola Song.mp3
The Entity,Maetrik,John Digweed (Live In Cordoba),126.000023,3D,"Techno; Peak-time Techno; relentless driving bassline, hypnotic synth stabs, industrial percussion, dark atmospheric tension; prime-time warehouse energy for serious dancefloors; Detroit-influenced, 2010s.",2011,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/The Entity.mp3
The Girl From Ipanema,"Antônio Carlos Jobim,Frank Sinatra",Sinatra/Jobim: The Complete Reprise Recordings,68.556892,1D,"Bossa Nova; Brazilian Jazz; gentle sway rhythm, warm acoustic guitar, laid-back vocal delivery, sophisticated orchestration; sunset cocktail sophistication and beachside romance; Rio de Janeiro, Brazil, 1960s classic collaboration.",1967,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/The Girl From Ipanema.mp3
The Humpty Dance,Digital Underground,Sex Packets,103.539902,10D,"Hip-Hop; Golden Age Rap; funky P-Funk samples, playful piano stabs, boom-bap breaks, humorous vocal delivery; iconic West Coast party anthem; Oakland, California, late 80s/early 90s.",1990,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/The Humpty Dance.mp3
The Latin Track,Melé,The Latin Track,125.001755,2D,"UK Bass; Latin House; punchy percussion, infectious vocal chants, rolling bassline, tribal drums; sun-drenched festival energy meets underground warehouse heat; UK, mid-2010s.",2015,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/The Latin Track.mp3
The Misorientation Of Autarkic,Autarkic,Can You Pass The Knife?,107.000252,9M,"Techno; Dub Techno; hypnotic bass pulses, spacious reverb washes, minimalist percussion, atmospheric pad layers; introspective afterhours warehouse vibe; Germany, late 2010s.",2018,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/The Misorientation Of Autarkic.mp3
The Revolution Will Not Be Televised,Gil Scott-Heron,Pieces of a Man,89.563797,5M,"Spoken Word/Jazz-Funk; Proto-Rap; raw bongo percussion, militant bass grooves, stripped-back percussion, revolutionary spoken delivery; politically charged Black Power movement consciousness; USA, early 1970s.",1971,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/The Revolution Will Not Be Televised.mp3
The Zombie,C.W. Stoneking,Gon' Boogaloo,76.428871,1M,"Blues; Hokum Blues; raspy vocals, lo-fi acoustic guitar, shuffling rhythm, vintage field recording aesthetic; darkly comedic voodoo storytelling with pre-war American roots; Australia channeling 1920s Delta/New Orleans traditions.",2008,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/The Zombie.mp3
They Say I'm Different,Betty Davis,They Say I'm Different,66.731674,4M,"Funk; Psychedelic Funk; raw electric guitar grooves, swagger-drenched vocals, hypnotic bassline; unapologetic proto-punk funk attitude; USA, early 1970s.",1974,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/They Say I'm Different.mp3
This Emptiness is Mine - Andhim Remix,"Eating Snow,Andhim",Eating Snow (Remixes),118.999908,9M,"Tech House; Melodic Deep House; hypnotic grooves, ethereal vocals, rolling bassline, minimalist percussion; introspective after-hours warehouse vibe; Germany, 2010s.",2017,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/This Emptiness is Mine - Andhim Remix.mp3
Tigre,Jarina De Marco,Malcriada,119.999542,8M,"Reggaeton; Moombahton-fusion; crisp dembow riddims, tropical synth stabs, bilingual swagger, punchy 808s; sun-drenched Caribbean-meets-Brooklyn confidence; NYC/Latin diaspora, mid-2010s.",2016,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Tigre.mp3
Too Much Fun at the Temple of Doom,Simple Symmetry,Beginner's Guide To Magic,121.999832,1M,"Techno; Melodic Techno; hypnotic arpeggios, punchy kicks, cinematic atmospheres, adventure-themed energy; peak-time festival floors with narrative storytelling vibes; Europe, late 2010s.",2018,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Too Much Fun at the Temple of Doom.mp3
"Touch It - Remix Featuring Mary J. Blige, Rah Digga, Missy Elliot, Lloyd Banks, Papoose & DMX (Edited)","Busta Rhymes,Mary J. Blige,Rah Digga,Missy Elliott,Lloyd Banks,Papoose,DMX",Touch It Remixes,102.02491,8M,"Hip-Hop; East Coast Rap; hard-hitting drums, swaggering brass stabs, aggressive vocal interplay; star-studded posse cut energy commanding maximum crowd response; New York, mid-2000s.",2006,"/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Touch It - Remix Featuring Mary J. Blige, Rah Digga, Missy Elliot, Lloyd Banks, Papoose & DMX (Edited).mp3"
Trafic,Gautier Vizioz,EXT,102.999863,10M,"Minimal Techno; Dub Techno; hypnotic bassline, stripped-back percussion, atmospheric pads, spacious groove; after-hours warehouse introspection; France, late 2010s.",2018,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Trafic.mp3
Train to Skaville,The Ethiopians,Engine 54,176.512924,10D,"Ska; Rocksteady; infectious upstroke guitar, punchy horn stabs, bouncing bassline; sun-soaked Jamaican dance hall energy; Kingston, late 1960s.",1966,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Train to Skaville.mp3
Trigger Kick - Extended Mix,Raumakustik,Trigger Kick EP,124.000229,3M,"Tech House; Minimal Tech House; hypnotic bass pulses, crisp percussion layers, rolling grooves; peak-time underground warehouse energy; Germany, late 2010s.",2018,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Trigger Kick - Extended Mix.mp3
Triste,"Antônio Carlos Jobim,Frank Sinatra",Sinatra/Jobim: The Complete Reprise Recordings,66.514267,4D,"Bossa Nova; Vocal Jazz; lush orchestral arrangement, melancholic piano voicings, Sinatra's tender phrasing over gentle samba rhythm; sophisticated lounge elegance meets Brazilian soul; Brazil/USA, late 1960s.",1967,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Triste.mp3
Tropicália - Remastered 2006,Caetano Veloso,Caetano Veloso,105.279785,10M,"Tropicália; MPB/Psychedelic Fusion; swirling orchestral arrangements, Brazilian percussion, experimental collage production; countercultural movement blending samba with rock experimentation; Brazil, 1968.",1968,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Tropicália - Remastered 2006.mp3
True Love Waits,Radiohead,A Moon Shaped Pool,68.001312,10M,"Art Rock; Ambient Ballad; sparse fingerpicked arpeggios, haunting vocals, minimal piano textures, melancholic atmosphere; intimate late-night introspection for emotional downtempo sets; UK, mid-2010s.",2016,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/True Love Waits.mp3
Two Weeks,FKA twigs,LP1,54.999126,1D,"Art Pop; Alternative R&B; pitched vocal chops, glitchy percussion, ethereal synth textures, haunting falsetto layers; darkly sensual UK underground aesthetic; London, mid-2010s.",2014,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Two Weeks.mp3
Tzantza - Simple Symmetry Remix,"Nicola Cruz,Simple Symmetry",Visiones,118.000015,5D,"Electronica; Organic Downtempo; hypnotic ancestral rhythms, lush atmospheric textures, shamanic percussion layers; mystical Andean-inspired ceremonial journey; Ecuador-influenced, 2010s.",2017,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Tzantza - Simple Symmetry Remix.mp3
Umboweti - Original Mix,Umoja,Sun Gaze III,175.5,11M,"Gqom; Minimal Gqom; raw percussive stabs, distorted bassline kicks, sparse syncopated rhythms; dark township energy meets underground afterhours intensity; South Africa, mid-2010s.",2016,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Umboweti - Original Mix.mp3
Upside Down,Diana Ross,Diana,108.060387,11D,"Disco; Dance-Pop; infectious Chic-production bassline, crisp guitar stabs, euphoric strings, polished vocals; glamorous dancefloor anthem from Motown's crossover queen; USA, 1980.",1980,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Upside Down.mp3
Visitor,"Hercules & Love Affair,Aerea Negrot",Blue Songs,124.986397,10M,"House; Nu-Disco; lush orchestral strings, driving four-on-floor beats, soulful diva vocals, euphoric builds; peak-time metropolitan dancefloor energy; NYC-influenced, late 2000s.",2008,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Visitor.mp3
Waddaday,Claude VonStroke,Freaks & Beaks,125.000076,6M,"Tech House; Minimal Tech; funky bass wobbles, crispy percussion, playful vocal chops, stripped-back groove; peak-time dancefloor energy for sweaty warehouse sessions; USA, characteristic Dirtybird Records sound.",2019,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Waddaday.mp3
Walk This Way (feat. Aerosmith),"Run–D.M.C.,Aerosmith",Raising Hell,105.580215,1M,"Hip-Hop; Rock Rap Fusion; hard-hitting breakbeats, aggressive guitar riffs, call-and-response vocals; groundbreaking crossover anthem that shattered genre barriers; New York, 1986.",1986,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Walk This Way (feat. Aerosmith).mp3
Wallace,"Hans Zimmer,Benjamin Wallfisch",Blade Runner 2049 (Original Motion Picture Soundtrack),72.838547,5M,"Cinematic Score; Dramatic Orchestral; sweeping strings, pulsing bass undertones, emotional crescendos; epic film soundtrack intensity; Hollywood, 2010s.",2017,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Wallace.mp3
Wash & Set,Leikeli47,Wash & Set,126.000648,3D,"Hip-Hop; Trap; booming 808s, crispy hi-hats, minimalist piano stabs; fierce confidence and salon-chair swagger; New York underground energy, 2010s.",2017,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Wash & Set.mp3
Weekends,"Black Eyed Peas,Esthero",Bridging The Gap,104.148941,5M,"Hip-Hop; Pop-Rap; lush melodic hooks, polished urban production, smooth female vocals gliding over laid-back grooves; feel-good party anthem energy; US, late 2000s.",2010,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/playlist exports/Weekends.mp3
